user_id,distance,duration,date
12,3972.0,28.0,2021-03-13
12,4245.0,23.0,2021-04-08
12,2897.0,15.0,2021-04-20
12,2722.0,20.0,2021-04-25
12,3392.0,21.0,2021-05-17
12,2195.0,18.0,2021-05-23
12,3271.0,21.0,2021-07-11
12,1236.0,10.0,2021-08-07
13,4326.0,24.0,2021-01-24
13,2361.0,18.0,2021-01-27
13,2809.0,22.0,2021-04-14
13,4118.0,14.0,2021-08-06
13,3332.0,28.0,2021-08-24
13,4478.0,26.0,2021-09-23
13,2773.0,16.0,2021-09-26
13,2919.0,18.0,2021-09-27
13,3115.0,21.0,2021-10-18
13,4676.0,22.0,2021-10-24
13,1158.0,8.0,2021-10-26
13,3034.0,15.0,2021-11-10
13,4239.0,16.0,2021-11-11
13,3504.0,23.0,2021-12-23
14,3669.0,15.0,2021-01-02
14,4030.0,20.0,2021-01-12
14,2277.0,18.0,2021-03-27
14,3194.0,16.0,2021-03-29
14,3269.0,29.0,2021-05-13
14,4544.0,24.0,2021-05-14
14,2821.0,19.0,2021-08-12
15,4187.0,39.0,2021-01-13
15,2736.0,15.0,2021-02-13
15,2979.0,17.0,2021-02-25
15,4504.0,27.0,2021-03-02
15,3055.0,25.0,2021-03-23
15,3406.0,24.0,2021-03-29
15,634.0,16.0,2021-04-05
15,2654.0,17.0,2021-07-14
15,3632.0,25.0,2021-09-14
15,3647.0,22.0,2021-10-04
15,671.0,13.0,2021-11-15
16,850.0,14.0,2021-02-18
16,2669.0,10.0,2021-03-03
16,3073.0,26.0,2021-03-06
16,4234.0,18.0,2021-04-02
16,2967.0,19.0,2021-04-16
16,3356.0,26.0,2021-05-28
16,2992.0,21.0,2021-06-15
16,2722.0,22.0,2021-07-19
16,3023.0,12.0,2021-07-27
16,2670.0,21.0,2021-09-11
16,3476.0,17.0,2021-09-21
16,3791.0,22.0,2021-10-27
17,2857.0,13.0,2021-05-25
17,3413.0,11.0,2021-06-19
17,3255.0,16.0,2021-06-21
17,3351.0,20.0,2021-09-23
18,3630.0,27.0,2021-03-28
18,3292.0,20.0,2021-04-02
18,850.0,7.0,2021-04-09
18,4731.0,22.0,2021-04-10
18,3379.0,23.0,2021-05-19
18,2855.0,16.0,2021-05-28
18,3124.0,13.0,2021-06-06
18,2986.0,23.0,2021-08-18
18,3270.0,19.0,2021-08-31
18,4506.0,24.0,2021-09-07
18,2419.0,18.0,2021-09-11
18,2336.0,19.0,2021-09-17
18,2918.0,17.0,2021-09-18
19,2956.0,12.0,2021-04-03
19,3202.0,25.0,2021-04-21
19,2779.0,19.0,2021-04-25
19,4039.0,16.0,2021-04-27
19,3973.0,24.0,2021-05-18
19,2332.0,15.0,2021-06-27
19,1233.0,8.0,2021-08-05
19,3666.0,33.0,2021-10-16
19,4445.0,19.0,2021-11-17
20,3516.0,29.0,2021-01-17
20,3197.0,32.0,2021-05-03
20,2871.0,18.0,2021-07-25
20,4000.0,30.0,2021-09-21
20,1055.0,14.0,2021-12-14
21,518.0,11.0,2021-02-03
21,2919.0,12.0,2021-02-12
21,2934.0,20.0,2021-02-19
21,3245.0,15.0,2021-03-19
21,3420.0,27.0,2021-04-24
21,3686.0,25.0,2021-06-25
21,3178.0,25.0,2021-09-17
21,517.0,15.0,2021-10-01
21,4031.0,30.0,2021-11-09
21,2700.0,23.0,2021-12-03
21,956.0,16.0,2021-12-13
22,3058.0,13.0,2021-01-14
22,3024.0,20.0,2021-05-06
22,3323.0,25.0,2021-06-28
22,3543.0,27.0,2021-07-13
22,3238.0,27.0,2021-09-25
23,3383.0,17.0,2021-02-20
23,1251.0,14.0,2021-02-23
23,3711.0,18.0,2021-03-29
23,3708.0,19.0,2021-05-20
23,2085.0,11.0,2021-06-21
23,2876.0,19.0,2021-07-16
23,2826.0,21.0,2021-08-26
23,2837.0,21.0,2021-11-12
23,2694.0,22.0,2021-12-08
23,3274.0,14.0,2021-12-11
24,4381.0,15.0,2021-02-18
24,3024.0,24.0,2021-02-19
24,2846.0,11.0,2021-03-01
24,2812.0,18.0,2021-03-14
24,2862.0,21.0,2021-03-24
24,409.0,11.0,2021-04-04
24,3046.0,15.0,2021-06-11
24,3695.0,24.0,2021-11-20
25,3440.0,17.0,2021-01-26
25,3330.0,17.0,2021-02-03
25,2708.0,16.0,2021-03-22
25,3381.0,14.0,2021-04-09
25,3215.0,16.0,2021-06-15
25,2906.0,19.0,2021-07-13
25,1118.0,7.0,2021-07-28
25,3469.0,19.0,2021-10-04
25,2865.0,13.0,2021-10-20
25,3461.0,20.0,2021-12-06
25,3697.0,19.0,2021-12-08
25,3530.0,29.0,2021-12-29
26,4779.0,15.0,2021-01-04
26,1766.0,13.0,2021-01-22
26,3275.0,12.0,2021-02-25
26,2571.0,14.0,2021-04-13
26,3065.0,13.0,2021-04-22
26,3894.0,15.0,2021-05-23
26,3056.0,18.0,2021-06-08
26,3924.0,21.0,2021-06-19
26,2648.0,24.0,2021-11-22
26,3591.0,24.0,2021-12-30
27,2662.0,13.0,2021-05-07
27,2905.0,16.0,2021-05-11
27,3156.0,25.0,2021-06-27
27,3087.0,16.0,2021-07-12
27,3438.0,20.0,2021-08-17
27,4726.0,15.0,2021-11-29
27,3117.0,14.0,2021-12-24
28,3705.0,32.0,2021-04-16
28,4572.0,20.0,2021-07-31
28,3336.0,20.0,2021-08-03
28,3732.0,34.0,2021-08-16
28,2345.0,15.0,2021-08-30
28,2389.0,13.0,2021-09-23
28,1083.0,6.0,2021-11-09
28,2806.0,21.0,2021-11-24
28,2540.0,20.0,2021-12-26
29,3716.0,23.0,2021-02-24
29,4155.0,14.0,2021-07-10
29,4017.0,18.0,2021-07-31
29,3586.0,19.0,2021-08-12
29,2617.0,22.0,2021-08-15
29,2890.0,18.0,2021-08-20
29,1269.0,9.0,2021-08-22
29,2956.0,22.0,2021-09-07
29,1335.0,11.0,2021-09-26
29,3846.0,13.0,2021-10-02
29,2888.0,16.0,2021-11-12
29,824.0,5.0,2021-11-21
29,3382.0,19.0,2021-11-24
30,3471.0,11.0,2021-01-22
30,4302.0,14.0,2021-01-28
30,4339.0,20.0,2021-04-11
30,2571.0,19.0,2021-04-20
30,3253.0,20.0,2021-07-17
30,2882.0,27.0,2021-09-08
30,3580.0,15.0,2021-09-19
30,3806.0,13.0,2021-10-01
30,4417.0,14.0,2021-10-11
30,3035.0,15.0,2021-10-21
30,4287.0,15.0,2021-12-25
30,3043.0,16.0,2021-12-26
30,2909.0,18.0,2021-12-29
31,2703.0,21.0,2021-02-11
31,2528.0,15.0,2021-03-06
31,3271.0,18.0,2021-06-02
31,4080.0,25.0,2021-06-10
31,3353.0,22.0,2021-07-15
31,3279.0,22.0,2021-08-18
31,3336.0,27.0,2021-08-27
31,3309.0,21.0,2021-08-29
32,3734.0,25.0,2021-01-25
32,2982.0,17.0,2021-02-13
32,2944.0,23.0,2021-05-01
32,965.0,15.0,2021-05-06
32,3358.0,27.0,2021-07-17
32,4433.0,23.0,2021-10-19
32,4045.0,26.0,2021-10-22
32,2542.0,12.0,2021-10-31
33,3103.0,25.0,2021-06-22
33,3339.0,16.0,2021-08-15
33,3972.0,13.0,2021-10-20
33,3116.0,24.0,2021-11-13
34,3459.0,17.0,2021-02-03
34,2914.0,17.0,2021-02-10
34,4039.0,22.0,2021-03-04
34,4062.0,15.0,2021-07-23
34,3033.0,15.0,2021-08-02
34,5027.0,25.0,2021-09-04
34,3167.0,18.0,2021-09-20
34,2950.0,24.0,2021-12-25
34,2641.0,21.0,2021-12-29
35,3357.0,15.0,2021-01-10
35,4014.0,27.0,2021-01-20
35,2336.0,15.0,2021-01-28
35,3190.0,13.0,2021-02-22
35,3475.0,22.0,2021-04-20
35,2784.0,17.0,2021-05-16
35,3332.0,19.0,2021-05-26
35,3237.0,21.0,2021-06-04
35,2964.0,23.0,2021-06-24
35,3274.0,22.0,2021-07-06
35,4225.0,21.0,2021-09-15
35,3608.0,22.0,2021-09-23
35,2929.0,11.0,2021-10-04
35,3369.0,17.0,2021-10-11
35,3056.0,20.0,2021-11-13
36,3118.0,21.0,2021-03-12
36,2521.0,9.0,2021-06-05
36,3242.0,17.0,2021-06-14
36,3276.0,15.0,2021-06-22
36,3692.0,20.0,2021-07-20
36,3374.0,23.0,2021-07-27
36,3109.0,15.0,2021-09-11
36,3486.0,26.0,2021-10-14
37,4318.0,26.0,2021-03-03
37,3309.0,15.0,2021-04-08
37,2993.0,15.0,2021-04-27
37,3482.0,25.0,2021-06-15
37,2384.0,18.0,2021-07-06
37,3160.0,17.0,2021-08-31
37,983.0,15.0,2021-09-04
37,3047.0,17.0,2021-09-28
37,2708.0,17.0,2021-11-19
37,3523.0,17.0,2021-12-19
37,2644.0,18.0,2021-12-21
38,3459.0,19.0,2021-02-21
38,3830.0,25.0,2021-06-09
38,2980.0,17.0,2021-06-21
38,2742.0,26.0,2021-08-14
38,4858.0,22.0,2021-08-17
38,3118.0,19.0,2021-09-25
38,2688.0,13.0,2021-11-04
39,2691.0,21.0,2021-04-21
39,2822.0,19.0,2021-07-22
39,2948.0,19.0,2021-10-18
39,2690.0,24.0,2021-10-30
39,3102.0,16.0,2021-11-24
39,2933.0,16.0,2021-12-24
40,3515.0,30.0,2021-02-09
40,3188.0,31.0,2021-03-18
40,3400.0,13.0,2021-04-23
40,4075.0,22.0,2021-06-21
40,3156.0,13.0,2021-08-03
40,2994.0,25.0,2021-08-13
40,889.0,6.0,2021-08-21
40,921.0,10.0,2021-09-01
40,2791.0,30.0,2021-10-20
40,3309.0,23.0,2021-10-31
40,2886.0,20.0,2021-12-02
41,3296.0,13.0,2021-06-06
41,3392.0,14.0,2021-07-11
41,3030.0,10.0,2021-07-21
41,3020.0,21.0,2021-09-23
41,3655.0,21.0,2021-10-25
41,4721.0,20.0,2021-12-05
41,3848.0,16.0,2021-12-24
42,4329.0,23.0,2021-01-03
42,2579.0,17.0,2021-02-01
42,2342.0,17.0,2021-02-07
42,2895.0,14.0,2021-03-09
42,3380.0,27.0,2021-04-13
42,1040.0,17.0,2021-06-22
42,3805.0,31.0,2021-07-08
42,2641.0,26.0,2021-07-13
42,614.0,13.0,2021-08-17
42,3009.0,22.0,2021-09-11
42,4683.0,21.0,2021-09-15
43,3186.0,21.0,2021-01-09
43,3136.0,27.0,2021-01-11
43,3940.0,26.0,2021-03-14
43,4012.0,18.0,2021-06-21
43,2690.0,17.0,2021-06-26
43,2921.0,14.0,2021-06-27
44,504.0,5.0,2021-01-25
44,2439.0,14.0,2021-01-28
44,3904.0,26.0,2021-02-12
44,3082.0,20.0,2021-02-21
44,3381.0,19.0,2021-04-10
44,3340.0,13.0,2021-06-14
44,2937.0,18.0,2021-10-28
44,3020.0,18.0,2021-12-08
45,779.0,8.0,2021-01-15
45,2923.0,19.0,2021-01-24
45,3346.0,29.0,2021-02-19
45,3471.0,15.0,2021-03-29
45,2399.0,11.0,2021-04-24
45,4228.0,29.0,2021-07-02
45,3215.0,13.0,2021-07-29
45,5079.0,31.0,2021-08-05
45,3112.0,12.0,2021-09-02
45,2498.0,17.0,2021-09-24
45,4070.0,19.0,2021-11-04
46,3242.0,20.0,2021-01-02
46,2783.0,16.0,2021-02-11
46,3992.0,30.0,2021-02-17
46,2470.0,16.0,2021-06-28
46,3333.0,19.0,2021-07-07
46,3170.0,17.0,2021-09-19
46,2849.0,16.0,2021-11-04
46,3024.0,24.0,2021-11-13
46,3502.0,22.0,2021-12-25
47,4295.0,15.0,2021-02-14
47,3948.0,23.0,2021-05-25
47,2932.0,13.0,2021-06-19
47,3261.0,20.0,2021-06-19
47,2680.0,16.0,2021-08-05
47,2754.0,11.0,2021-11-24
47,657.0,7.0,2021-12-22
48,3005.0,28.0,2021-02-22
48,2741.0,17.0,2021-04-20
48,2616.0,14.0,2021-04-29
48,3143.0,19.0,2021-05-08
48,3021.0,21.0,2021-06-07
48,3162.0,22.0,2021-10-30
49,3446.0,26.0,2021-03-24
49,992.0,10.0,2021-04-03
49,3134.0,23.0,2021-04-10
49,3363.0,24.0,2021-04-25
49,4065.0,33.0,2021-08-15
49,3355.0,22.0,2021-09-01
49,964.0,16.0,2021-09-27
49,3166.0,17.0,2021-10-02
49,2709.0,12.0,2021-10-20
49,3045.0,16.0,2021-11-19
49,4066.0,24.0,2021-11-27
50,3929.0,18.0,2021-02-26
50,4466.0,18.0,2021-03-12
50,2773.0,17.0,2021-05-08
50,2519.0,18.0,2021-06-30
50,3979.0,18.0,2021-07-11
50,307.0,7.0,2021-08-05
50,914.0,10.0,2021-10-15
50,3099.0,16.0,2021-11-21
51,3185.0,21.0,2021-01-02
51,4100.0,34.0,2021-01-11
51,2960.0,31.0,2021-02-08
51,2999.0,18.0,2021-04-11
51,3055.0,25.0,2021-04-28
51,3219.0,15.0,2021-06-09
51,3350.0,16.0,2021-06-27
51,2539.0,20.0,2021-07-16
51,3825.0,23.0,2021-11-10
52,3056.0,19.0,2021-02-13
52,2855.0,23.0,2021-03-26
52,2958.0,28.0,2021-04-08
52,2811.0,16.0,2021-04-13
52,3747.0,29.0,2021-10-07
53,3031.0,18.0,2021-02-23
53,3781.0,13.0,2021-06-16
53,2207.0,14.0,2021-07-07
53,3625.0,31.0,2021-08-04
54,2600.0,19.0,2021-01-15
54,3093.0,13.0,2021-02-03
54,2852.0,20.0,2021-02-19
54,3414.0,34.0,2021-03-13
54,2210.0,24.0,2021-04-09
54,2806.0,19.0,2021-05-25
54,2746.0,16.0,2021-07-12
54,2782.0,16.0,2021-08-13
54,720.0,10.0,2021-09-05
55,3208.0,18.0,2021-01-01
55,3145.0,19.0,2021-01-02
55,1333.0,10.0,2021-02-27
55,706.0,11.0,2021-04-27
55,2832.0,19.0,2021-05-21
55,4238.0,20.0,2021-06-12
55,4151.0,37.0,2021-06-30
55,3512.0,13.0,2021-08-23
55,2386.0,15.0,2021-09-10
55,3016.0,16.0,2021-10-04
55,3332.0,21.0,2021-10-21
55,3629.0,20.0,2021-12-25
56,3494.0,21.0,2021-01-20
56,3597.0,19.0,2021-02-14
56,2891.0,18.0,2021-03-20
56,3387.0,21.0,2021-06-17
56,2905.0,28.0,2021-07-29
56,1160.0,20.0,2021-08-10
56,4163.0,34.0,2021-09-25
56,3591.0,29.0,2021-10-24
56,3326.0,11.0,2021-11-04
56,3144.0,18.0,2021-12-07
56,3351.0,18.0,2021-12-18
56,4041.0,30.0,2021-12-25
57,3417.0,26.0,2021-01-25
57,2908.0,18.0,2021-03-21
57,3341.0,11.0,2021-04-02
57,2705.0,21.0,2021-04-25
57,2803.0,17.0,2021-05-12
57,2587.0,19.0,2021-06-16
57,2792.0,12.0,2021-12-10
58,4763.0,36.0,2021-02-17
58,886.0,14.0,2021-03-11
58,3136.0,18.0,2021-06-10
58,2424.0,14.0,2021-07-20
58,3799.0,19.0,2021-08-21
58,4900.0,23.0,2021-09-27
58,755.0,13.0,2021-12-01
58,3213.0,14.0,2021-12-18
59,2661.0,15.0,2021-08-05
59,3016.0,18.0,2021-08-16
59,2917.0,21.0,2021-09-05
60,2452.0,14.0,2021-01-18
60,2841.0,17.0,2021-01-29
60,2658.0,17.0,2021-04-16
60,4402.0,25.0,2021-05-09
60,4293.0,22.0,2021-08-28
60,2688.0,14.0,2021-09-04
60,3243.0,18.0,2021-09-07
60,4168.0,17.0,2021-10-20
60,2950.0,19.0,2021-11-10
60,3251.0,21.0,2021-11-12
60,3203.0,20.0,2021-11-19
60,3045.0,19.0,2021-11-20
61,3244.0,20.0,2021-01-03
61,943.0,9.0,2021-01-24
61,672.0,14.0,2021-01-27
61,3306.0,16.0,2021-01-31
61,3328.0,18.0,2021-02-02
61,3260.0,12.0,2021-03-18
61,3723.0,25.0,2021-04-09
61,2698.0,11.0,2021-04-30
61,3161.0,28.0,2021-05-29
61,3684.0,23.0,2021-08-15
61,2991.0,28.0,2021-10-30
62,2525.0,14.0,2021-02-13
62,2667.0,18.0,2021-03-29
62,3062.0,18.0,2021-04-22
62,3200.0,21.0,2021-05-02
62,2808.0,23.0,2021-07-07
62,2903.0,19.0,2021-07-11
62,2427.0,9.0,2021-09-01
62,2892.0,20.0,2021-09-19
62,679.0,15.0,2021-11-09
62,2950.0,25.0,2021-11-17
62,3298.0,25.0,2021-12-07
63,2948.0,22.0,2021-01-05
63,3488.0,12.0,2021-03-24
63,3669.0,14.0,2021-05-15
63,3178.0,16.0,2021-06-20
63,3276.0,13.0,2021-06-26
63,3984.0,23.0,2021-07-15
63,3420.0,19.0,2021-08-04
63,4195.0,32.0,2021-09-22
63,3841.0,18.0,2021-10-14
63,4823.0,22.0,2021-10-19
63,2656.0,15.0,2021-11-25
64,4585.0,25.0,2021-01-11
64,2974.0,18.0,2021-02-24
64,2644.0,11.0,2021-03-22
64,3637.0,21.0,2021-07-25
64,2879.0,24.0,2021-07-26
64,3910.0,24.0,2021-08-25
64,3082.0,18.0,2021-09-02
65,4030.0,15.0,2021-02-24
65,3274.0,18.0,2021-03-08
65,4535.0,16.0,2021-04-11
65,3370.0,20.0,2021-05-11
65,3046.0,20.0,2021-08-27
65,2580.0,16.0,2021-09-14
65,3184.0,22.0,2021-10-03
65,3163.0,15.0,2021-12-13
65,3571.0,17.0,2021-12-18
66,772.0,6.0,2021-01-07
66,1233.0,11.0,2021-01-15
66,3525.0,31.0,2021-01-28
66,1496.0,11.0,2021-02-01
66,2590.0,17.0,2021-06-07
66,3970.0,31.0,2021-07-13
66,3173.0,24.0,2021-09-14
66,2877.0,17.0,2021-10-02
66,2785.0,18.0,2021-10-08
66,4086.0,25.0,2021-12-06
67,2556.0,12.0,2021-01-18
67,3382.0,22.0,2021-02-01
67,4418.0,28.0,2021-05-04
67,3949.0,22.0,2021-05-07
67,3057.0,18.0,2021-06-01
67,4625.0,18.0,2021-08-09
67,3250.0,13.0,2021-09-13
67,2658.0,12.0,2021-09-18
67,2132.0,18.0,2021-10-26
67,3647.0,16.0,2021-12-17
68,3577.0,28.0,2021-02-01
68,3637.0,16.0,2021-02-22
68,3986.0,15.0,2021-02-28
68,3761.0,16.0,2021-03-21
68,3031.0,17.0,2021-04-17
68,2967.0,21.0,2021-05-10
68,2962.0,22.0,2021-05-25
68,3334.0,14.0,2021-07-18
68,3151.0,21.0,2021-07-26
68,3242.0,17.0,2021-08-08
68,2896.0,15.0,2021-10-05
69,2997.0,19.0,2021-01-18
69,2459.0,26.0,2021-02-23
69,3150.0,14.0,2021-03-10
69,3186.0,18.0,2021-03-17
69,3257.0,15.0,2021-03-23
69,717.0,15.0,2021-03-24
69,2529.0,13.0,2021-04-09
69,4561.0,13.0,2021-06-24
69,988.0,11.0,2021-07-02
69,3151.0,12.0,2021-07-14
69,3030.0,20.0,2021-08-07
69,3439.0,22.0,2021-12-17
70,3373.0,22.0,2021-01-09
70,2689.0,21.0,2021-01-28
70,3378.0,13.0,2021-02-20
70,4206.0,26.0,2021-03-04
70,4417.0,17.0,2021-04-01
70,3599.0,16.0,2021-04-14
70,3361.0,17.0,2021-05-03
70,3741.0,19.0,2021-05-29
70,3479.0,27.0,2021-08-28
71,3179.0,20.0,2021-01-10
71,3171.0,13.0,2021-02-27
71,2948.0,21.0,2021-03-16
71,4044.0,29.0,2021-04-26
71,763.0,16.0,2021-06-25
71,4599.0,34.0,2021-07-16
71,2922.0,21.0,2021-12-15
71,1496.0,13.0,2021-12-21
72,3713.0,33.0,2021-01-19
72,2867.0,19.0,2021-02-28
72,3112.0,23.0,2021-08-24
72,4742.0,24.0,2021-09-07
72,3149.0,21.0,2021-09-30
72,1796.0,15.0,2021-10-27
73,792.0,7.0,2021-01-24
73,3237.0,17.0,2021-02-28
73,2474.0,11.0,2021-09-02
74,3318.0,15.0,2021-03-23
74,4377.0,16.0,2021-06-07
74,3074.0,12.0,2021-06-15
74,3025.0,20.0,2021-07-19
74,3098.0,10.0,2021-07-26
74,3204.0,24.0,2021-08-08
74,2476.0,11.0,2021-08-17
74,2960.0,14.0,2021-10-03
74,1260.0,10.0,2021-10-12
74,3057.0,22.0,2021-11-07
74,3081.0,26.0,2021-11-12
74,4218.0,20.0,2021-12-27
75,3075.0,13.0,2021-06-04
75,3652.0,20.0,2021-08-11
75,2749.0,17.0,2021-08-27
75,3104.0,14.0,2021-10-31
75,3625.0,22.0,2021-11-13
75,3718.0,13.0,2021-12-06
76,4121.0,21.0,2021-02-08
76,3223.0,14.0,2021-03-03
76,2685.0,21.0,2021-03-13
76,2706.0,18.0,2021-04-22
76,3263.0,24.0,2021-04-24
76,1022.0,9.0,2021-05-06
76,2850.0,22.0,2021-08-12
76,2754.0,18.0,2021-08-26
76,3436.0,14.0,2021-08-30
76,3769.0,22.0,2021-10-02
76,3451.0,13.0,2021-10-08
76,3137.0,16.0,2021-11-13
76,3153.0,19.0,2021-12-03
76,4753.0,31.0,2021-12-12
76,2350.0,11.0,2021-12-19
77,4305.0,34.0,2021-01-15
77,3937.0,22.0,2021-01-17
77,4117.0,18.0,2021-02-04
77,4282.0,15.0,2021-03-21
77,663.0,15.0,2021-03-23
77,3782.0,22.0,2021-04-24
77,3915.0,19.0,2021-05-17
77,2377.0,19.0,2021-06-09
77,2950.0,15.0,2021-07-09
77,3997.0,24.0,2021-07-30
77,3311.0,19.0,2021-09-10
77,3138.0,18.0,2021-10-27
77,2826.0,12.0,2021-12-22
78,3508.0,16.0,2021-01-24
78,3085.0,23.0,2021-03-16
78,3154.0,24.0,2021-04-04
78,3698.0,31.0,2021-04-12
78,661.0,14.0,2021-07-06
78,3706.0,17.0,2021-08-13
79,2927.0,20.0,2021-03-08
79,1339.0,17.0,2021-04-05
79,2950.0,16.0,2021-04-10
79,2998.0,16.0,2021-04-20
79,2850.0,18.0,2021-06-02
79,3015.0,25.0,2021-06-09
79,1228.0,10.0,2021-08-01
79,2467.0,16.0,2021-10-16
80,3271.0,19.0,2021-02-01
80,3261.0,21.0,2021-02-13
80,3210.0,26.0,2021-05-28
80,3303.0,19.0,2021-05-29
80,1777.0,9.0,2021-06-12
80,2880.0,21.0,2021-06-30
80,3393.0,18.0,2021-09-09
80,4245.0,20.0,2021-09-12
80,3262.0,20.0,2021-09-30
80,2846.0,30.0,2021-10-06
80,1120.0,12.0,2021-11-10
80,4120.0,31.0,2021-12-04
80,2735.0,10.0,2021-12-06
81,4394.0,31.0,2021-01-20
81,3396.0,21.0,2021-02-28
81,3705.0,15.0,2021-05-11
81,3512.0,15.0,2021-06-24
81,4649.0,33.0,2021-07-16
81,5206.0,21.0,2021-08-29
81,3227.0,20.0,2021-09-08
81,1234.0,12.0,2021-10-24
82,2672.0,15.0,2021-01-02
82,2916.0,16.0,2021-01-04
82,3134.0,26.0,2021-01-18
82,2712.0,17.0,2021-10-15
82,4240.0,31.0,2021-10-19
82,2730.0,12.0,2021-10-30
82,2548.0,17.0,2021-11-05
82,3363.0,19.0,2021-12-26
82,4360.0,22.0,2021-12-29
83,1589.0,17.0,2021-05-17
83,1115.0,15.0,2021-06-10
83,4417.0,24.0,2021-06-29
83,2875.0,22.0,2021-07-24
83,4417.0,24.0,2021-08-29
83,2275.0,13.0,2021-09-24
83,4929.0,28.0,2021-10-21
83,2606.0,13.0,2021-11-01
83,3997.0,24.0,2021-11-06
83,2692.0,18.0,2021-12-11
83,2825.0,10.0,2021-12-12
84,3233.0,19.0,2021-02-03
84,4465.0,20.0,2021-02-21
84,3812.0,22.0,2021-03-04
84,785.0,7.0,2021-04-15
84,3373.0,15.0,2021-05-24
84,3538.0,27.0,2021-06-07
84,3121.0,19.0,2021-08-29
84,2819.0,25.0,2021-11-01
84,4461.0,33.0,2021-11-14
84,3057.0,17.0,2021-12-06
84,3277.0,19.0,2021-12-29
85,2502.0,14.0,2021-01-23
